county,date,hospitalized_covid_patients,population
Siskiyou,2020-04-09,2.0,43539.0
Lake,2020-04-09,0.0,64386.0
Los Angeles,2020-04-09,2126.0,10039107.0
Modoc,2020-04-09,0.0,8841.0
Mono,2020-04-09,33.0,14444.0
Kings,2020-04-09,12.0,152940.0
Butte,2020-04-09,15.0,219186.0
Santa Clara,2020-04-09,223.0,1927852.0
San Luis Obispo,2020-04-09,12.0,283111.0
Sonoma,2020-04-09,26.0,494336.0
Nevada,2020-04-09,6.0,99755.0
Tulare,2020-04-09,21.0,466195.0
Yuba,2020-04-09,21.0,78668.0
San Bernardino,2020-04-09,405.0,2180085.0
Napa,2020-04-09,7.0,137744.0
Ventura,2020-04-09,87.0,846006.0
Lassen,2020-04-09,2.0,30573.0
Colusa,2020-04-09,0.0,21547.0
Mariposa,2020-04-09,0.0,17203.0
Trinity,2020-04-09,0.0,12285.0
Monterey,2020-04-09,43.0,434061.0
Solano,2020-04-09,23.0,447643.0
Kings,2020-04-10,8.0,152940.0
Alameda,2020-04-10,164.0,1671329.0
Tulare,2020-04-10,21.0,466195.0
Siskiyou,2020-04-10,0.0,43539.0
Marin,2020-04-10,32.0,258826.0
Shasta,2020-04-10,12.0,180080.0
Merced,2020-04-10,2.0,277680.0
Ventura,2020-04-10,95.0,846006.0
San Bernardino,2020-04-10,451.0,2180085.0
Napa,2020-04-10,7.0,137744.0
Monterey,2020-04-10,39.0,434061.0
Plumas,2020-04-10,0.0,18807.0
Lake,2020-04-10,1.0,64386.0
Modoc,2020-04-10,0.0,8841.0
Sonoma,2020-04-10,22.0,494336.0
Del Norte,2020-04-10,3.0,27812.0
Humboldt,2020-04-10,12.0,135558.0
San Benito,2020-04-10,3.0,62808.0
Tehama,2020-04-10,1.0,65084.0
Solano,2020-04-10,27.0,447643.0
Lassen,2020-04-10,2.0,30573.0
Santa Clara,2020-04-10,195.0,1927852.0
Yolo,2020-04-10,5.0,220500.0
Santa Cruz,2020-04-10,15.0,273213.0
San Luis Obispo,2020-04-10,5.0,283111.0
Mendocino,2020-04-10,1.0,86749.0
Los Angeles,2020-04-10,2053.0,10039107.0
Colusa,2020-04-10,0.0,21547.0
El Dorado,2020-04-10,18.0,192843.0
San Joaquin,2020-04-10,43.0,762148.0
Sacramento,2020-04-10,115.0,1552058.0
Amador,2020-04-10,0.0,39752.0
Tuolumne,2020-04-10,0.0,54478.0
Mono,2020-04-10,3.0,14444.0
Kern,2020-04-10,71.0,900202.0
San Mateo,2020-04-10,68.0,766573.0
Nevada,2020-04-10,6.0,99755.0
Fresno,2020-04-10,68.0,999101.0
Calaveras,2020-04-10,0.0,45905.0
Yuba,2020-04-10,10.0,78668.0
Trinity,2020-04-10,0.0,12285.0
Orange,2020-04-10,268.0,3175692.0
Inyo,2020-04-10,144.0,18039.0
Butte,2020-04-10,16.0,219186.0
Mariposa,2020-04-10,0.0,17203.0
Madera,2020-04-10,5.0,157327.0
San Diego,2020-04-10,354.0,3338330.0
Santa Barbara,2020-04-10,55.0,446499.0
Glenn,2020-04-10,0.0,28393.0
Placer,2020-04-10,27.0,398329.0
Imperial,2020-04-10,26.0,181215.0
Stanislaus,2020-04-10,44.0,550660.0
Contra Costa,2020-04-10,72.0,1153526.0
San Francisco,2020-04-10,131.0,881549.0
Riverside,2020-04-10,347.0,2470546.0
Sutter,2020-04-10,0.0,96971.0
Orange,2020-04-11,253.0,3175692.0
Tulare,2020-04-11,15.0,466195.0
San Luis Obispo,2020-04-11,12.0,283111.0
Colusa,2020-04-11,0.0,21547.0
Calaveras,2020-04-11,1.0,45905.0
Kern,2020-04-11,84.0,900202.0
Amador,2020-04-11,0.0,39752.0
Merced,2020-04-11,2.0,277680.0
Santa Barbara,2020-04-11,56.0,446499.0
Solano,2020-04-11,29.0,447643.0
Humboldt,2020-04-11,7.0,135558.0
Butte,2020-04-11,6.0,219186.0
San Benito,2020-04-11,4.0,62808.0
Inyo,2020-04-11,150.0,18039.0
Placer,2020-04-11,39.0,398329.0
Fresno,2020-04-11,91.0,999101.0
Yuba,2020-04-11,4.0,78668.0
Sutter,2020-04-11,0.0,96971.0
Modoc,2020-04-11,0.0,8841.0
San Diego,2020-04-11,357.0,3338330.0
Trinity,2020-04-11,0.0,12285.0
Marin,2020-04-11,29.0,258826.0
Lake,2020-04-11,0.0,64386.0
San Francisco,2020-04-11,133.0,881549.0
Madera,2020-04-11,5.0,157327.0
Alameda,2020-04-11,178.0,1671329.0
Siskiyou,2020-04-11,0.0,43539.0
Plumas,2020-04-11,0.0,18807.0
Santa Cruz,2020-04-11,18.0,273213.0
Tehama,2020-04-11,0.0,65084.0
Mariposa,2020-04-11,0.0,17203.0
Shasta,2020-04-11,8.0,180080.0
San Bernardino,2020-04-11,366.0,2180085.0
Sonoma,2020-04-11,22.0,494336.0
Contra Costa,2020-04-11,77.0,1153526.0
Glenn,2020-04-11,0.0,28393.0
Kings,2020-04-11,10.0,152940.0
Stanislaus,2020-04-11,42.0,550660.0
Sacramento,2020-04-11,113.0,1552058.0
Napa,2020-04-11,0.0,137744.0
Tuolumne,2020-04-11,2.0,54478.0
Ventura,2020-04-11,80.0,846006.0
Lassen,2020-04-11,4.0,30573.0
San Joaquin,2020-04-11,37.0,762148.0
Monterey,2020-04-11,35.0,434061.0
Mono,2020-04-11,3.0,14444.0
Los Angeles,2020-04-11,2267.0,10039107.0
Riverside,2020-04-11,359.0,2470546.0
Del Norte,2020-04-11,2.0,27812.0
Yolo,2020-04-11,7.0,220500.0
Santa Clara,2020-04-11,207.0,1927852.0
Nevada,2020-04-11,6.0,99755.0
San Mateo,2020-04-11,69.0,766573.0
El Dorado,2020-04-11,19.0,192843.0
Imperial,2020-04-11,25.0,181215.0
Mendocino,2020-04-11,1.0,86749.0
Plumas,2020-04-12,0.0,18807.0
Santa Cruz,2020-04-12,19.0,273213.0
Alameda,2020-04-12,192.0,1671329.0
Colusa,2020-04-12,0.0,21547.0
Shasta,2020-04-12,7.0,180080.0
El Dorado,2020-04-12,20.0,192843.0
Mendocino,2020-04-12,0.0,86749.0
Mariposa,2020-04-12,0.0,17203.0
San Diego,2020-04-12,352.0,3338330.0
Monterey,2020-04-12,32.0,434061.0
Merced,2020-04-12,3.0,277680.0
San Francisco,2020-04-12,136.0,881549.0
Fresno,2020-04-12,69.0,999101.0
San Luis Obispo,2020-04-12,10.0,283111.0
Sonoma,2020-04-12,14.0,494336.0
Yuba,2020-04-12,1.0,78668.0
Tuolumne,2020-04-12,0.0,54478.0
Kern,2020-04-12,59.0,900202.0
Calaveras,2020-04-12,2.0,45905.0
Solano,2020-04-12,32.0,447643.0
Mono,2020-04-12,3.0,14444.0
Glenn,2020-04-12,0.0,28393.0
Sacramento,2020-04-12,115.0,1552058.0
Nevada,2020-04-12,4.0,99755.0
Trinity,2020-04-12,0.0,12285.0
Santa Barbara,2020-04-12,49.0,446499.0
Modoc,2020-04-12,0.0,8841.0
Orange,2020-04-12,246.0,3175692.0
Contra Costa,2020-04-12,78.0,1153526.0
San Joaquin,2020-04-12,46.0,762148.0
Tehama,2020-04-12,3.0,65084.0
Yolo,2020-04-12,8.0,220500.0
Sutter,2020-04-12,0.0,96971.0
Marin,2020-04-12,26.0,258826.0
Placer,2020-04-12,34.0,398329.0
Humboldt,2020-04-12,6.0,135558.0
Napa,2020-04-12,0.0,137744.0
Kings,2020-04-12,8.0,152940.0
Lassen,2020-04-12,4.0,30573.0
Siskiyou,2020-04-12,0.0,43539.0
Tulare,2020-04-12,19.0,466195.0
Los Angeles,2020-04-12,2148.0,10039107.0
Ventura,2020-04-12,86.0,846006.0
Stanislaus,2020-04-12,38.0,550660.0
Inyo,2020-04-12,150.0,18039.0
Madera,2020-04-12,5.0,157327.0
Riverside,2020-04-12,387.0,2470546.0
Butte,2020-04-12,2.0,219186.0
San Bernardino,2020-04-12,329.0,2180085.0
Santa Clara,2020-04-12,196.0,1927852.0
San Benito,2020-04-12,0.0,62808.0
Amador,2020-04-12,0.0,39752.0
Imperial,2020-04-12,31.0,181215.0
San Mateo,2020-04-12,77.0,766573.0
Lake,2020-04-12,0.0,64386.0
Del Norte,2020-04-12,2.0,27812.0
Amador,2020-04-13,0.0,39752.0
Placer,2020-04-13,27.0,398329.0
Calaveras,2020-04-13,1.0,45905.0
Alameda,2020-04-13,166.0,1671329.0
Yuba,2020-04-13,3.0,78668.0
Monterey,2020-04-13,41.0,434061.0
Sacramento,2020-04-13,109.0,1552058.0
Lake,2020-04-13,2.0,64386.0
Kern,2020-04-13,71.0,900202.0
Modoc,2020-04-13,0.0,8841.0
Lassen,2020-04-13,4.0,30573.0
Tehama,2020-04-13,0.0,65084.0
El Dorado,2020-04-13,20.0,192843.0
Shasta,2020-04-13,3.0,180080.0
San Diego,2020-04-13,350.0,3338330.0
San Benito,2020-04-13,2.0,62808.0
Kings,2020-04-13,1.0,152940.0
Del Norte,2020-04-13,1.0,27812.0
San Joaquin,2020-04-13,42.0,762148.0
Sutter,2020-04-13,0.0,96971.0
Solano,2020-04-13,26.0,447643.0
Plumas,2020-04-13,1.0,18807.0
Mendocino,2020-04-13,8.0,86749.0
San Francisco,2020-04-13,137.0,881549.0
Mariposa,2020-04-13,3.0,17203.0
Imperial,2020-04-13,27.0,181215.0
Humboldt,2020-04-13,10.0,135558.0
San Luis Obispo,2020-04-13,7.0,283111.0
Butte,2020-04-13,9.0,219186.0
Nevada,2020-04-13,4.0,99755.0
San Mateo,2020-04-13,76.0,766573.0
Sonoma,2020-04-13,17.0,494336.0
Siskiyou,2020-04-13,2.0,43539.0
San Bernardino,2020-04-13,322.0,2180085.0
Marin,2020-04-13,22.0,258826.0
Trinity,2020-04-13,0.0,12285.0
Mono,2020-04-13,1.0,14444.0
Napa,2020-04-13,1.0,137744.0
Stanislaus,2020-04-13,43.0,550660.0
Contra Costa,2020-04-13,88.0,1153526.0
Madera,2020-04-13,4.0,157327.0
Santa Barbara,2020-04-13,49.0,446499.0
Tulare,2020-04-13,17.0,466195.0
Inyo,2020-04-13,160.0,18039.0
Orange,2020-04-13,230.0,3175692.0
Santa Clara,2020-04-13,217.0,1927852.0
Fresno,2020-04-13,79.0,999101.0
Riverside,2020-04-13,369.0,2470546.0
Los Angeles,2020-04-13,2294.0,10039107.0
Colusa,2020-04-13,0.0,21547.0
Yolo,2020-04-13,4.0,220500.0
Tuolumne,2020-04-13,0.0,54478.0
Glenn,2020-04-13,0.0,28393.0
Ventura,2020-04-13,77.0,846006.0
Santa Cruz,2020-04-13,12.0,273213.0
Merced,2020-04-13,4.0,277680.0
Contra Costa,2020-04-14,88.0,1153526.0
Sacramento,2020-04-14,116.0,1552058.0
Mariposa,2020-04-14,3.0,17203.0
San Bernardino,2020-04-14,315.0,2180085.0
Orange,2020-04-14,258.0,3175692.0
Lassen,2020-04-14,6.0,30573.0
Napa,2020-04-14,0.0,137744.0
Tuolumne,2020-04-14,0.0,54478.0
Sonoma,2020-04-14,12.0,494336.0
Tehama,2020-04-14,0.0,65084.0
San Francisco,2020-04-14,140.0,881549.0
Modoc,2020-04-14,1.0,8841.0
El Dorado,2020-04-14,23.0,192843.0
Santa Barbara,2020-04-14,50.0,446499.0
Fresno,2020-04-14,69.0,999101.0
Plumas,2020-04-14,1.0,18807.0
Kings,2020-04-14,8.0,152940.0
Monterey,2020-04-14,31.0,434061.0
San Benito,2020-04-14,2.0,62808.0
Humboldt,2020-04-14,9.0,135558.0
Marin,2020-04-14,25.0,258826.0
Trinity,2020-04-14,0.0,12285.0
Riverside,2020-04-14,352.0,2470546.0
Los Angeles,2020-04-14,2200.0,10039107.0
Colusa,2020-04-14,0.0,21547.0
Solano,2020-04-14,37.0,447643.0
Stanislaus,2020-04-14,43.0,550660.0
Alameda,2020-04-14,198.0,1671329.0
Merced,2020-04-14,4.0,277680.0
San Diego,2020-04-14,352.0,3338330.0
Placer,2020-04-14,32.0,398329.0
Sutter,2020-04-14,0.0,96971.0
Mendocino,2020-04-14,0.0,86749.0
Yuba,2020-04-14,2.0,78668.0
Imperial,2020-04-14,33.0,181215.0
Inyo,2020-04-14,166.0,18039.0
Butte,2020-04-14,7.0,219186.0
Tulare,2020-04-14,20.0,466195.0
Mono,2020-04-14,1.0,14444.0
Calaveras,2020-04-14,1.0,45905.0
Del Norte,2020-04-14,5.0,27812.0
Amador,2020-04-14,0.0,39752.0
Santa Clara,2020-04-14,191.0,1927852.0
Nevada,2020-04-14,7.0,99755.0
Madera,2020-04-14,4.0,157327.0
Glenn,2020-04-14,0.0,28393.0
San Joaquin,2020-04-14,32.0,762148.0
San Mateo,2020-04-14,67.0,766573.0
Ventura,2020-04-14,59.0,846006.0
Lake,2020-04-14,3.0,64386.0
Santa Cruz,2020-04-14,8.0,273213.0
Siskiyou,2020-04-14,0.0,43539.0
Yolo,2020-04-14,3.0,220500.0
Shasta,2020-04-14,5.0,180080.0
San Luis Obispo,2020-04-14,18.0,283111.0
Kern,2020-04-14,58.0,900202.0
Inyo,2020-04-15,178.0,18039.0
San Joaquin,2020-04-15,42.0,762148.0
Mendocino,2020-04-15,0.0,86749.0
Colusa,2020-04-15,0.0,21547.0
Lassen,2020-04-15,6.0,30573.0
Humboldt,2020-04-15,7.0,135558.0
Fresno,2020-04-15,58.0,999101.0
Napa,2020-04-15,0.0,137744.0
Santa Clara,2020-04-15,186.0,1927852.0
San Bernardino,2020-04-15,258.0,2180085.0
Kings,2020-04-15,8.0,152940.0
Marin,2020-04-15,14.0,258826.0
Contra Costa,2020-04-15,79.0,1153526.0
Mariposa,2020-04-15,4.0,17203.0
Sutter,2020-04-15,0.0,96971.0
Tulare,2020-04-15,21.0,466195.0
Sonoma,2020-04-15,16.0,494336.0
Monterey,2020-04-15,31.0,434061.0
Trinity,2020-04-15,0.0,12285.0
Ventura,2020-04-15,82.0,846006.0
Santa Barbara,2020-04-15,44.0,446499.0
Glenn,2020-04-15,0.0,28393.0
Del Norte,2020-04-15,0.0,27812.0
Nevada,2020-04-15,7.0,99755.0
Merced,2020-04-15,0.0,277680.0
Amador,2020-04-15,0.0,39752.0
Yolo,2020-04-15,3.0,220500.0
San Benito,2020-04-15,1.0,62808.0
Yuba,2020-04-15,2.0,78668.0
Madera,2020-04-15,7.0,157327.0
Butte,2020-04-15,6.0,219186.0
Plumas,2020-04-15,0.0,18807.0
Riverside,2020-04-15,362.0,2470546.0
Modoc,2020-04-15,0.0,8841.0
San Diego,2020-04-15,348.0,3338330.0
El Dorado,2020-04-15,5.0,192843.0
Stanislaus,2020-04-15,36.0,550660.0
Solano,2020-04-15,23.0,447643.0
Placer,2020-04-15,24.0,398329.0
Siskiyou,2020-04-15,2.0,43539.0
Shasta,2020-04-15,2.0,180080.0
Tuolumne,2020-04-15,0.0,54478.0
Tehama,2020-04-15,0.0,65084.0
San Luis Obispo,2020-04-15,8.0,283111.0
San Mateo,2020-04-15,71.0,766573.0
Mono,2020-04-15,0.0,14444.0
Santa Cruz,2020-04-15,6.0,273213.0
Alameda,2020-04-15,180.0,1671329.0
Lake,2020-04-15,6.0,64386.0
Imperial,2020-04-15,34.0,181215.0
San Francisco,2020-04-15,171.0,881549.0
Kern,2020-04-15,52.0,900202.0
Sacramento,2020-04-15,126.0,1552058.0
Los Angeles,2020-04-15,2256.0,10039107.0
Orange,2020-04-15,259.0,3175692.0
Calaveras,2020-04-15,0.0,45905.0
Lake,2020-04-16,1.0,64386.0
Tehama,2020-04-16,1.0,65084.0
Colusa,2020-04-16,1.0,21547.0
Mariposa,2020-04-16,1.0,17203.0
Marin,2020-04-16,12.0,258826.0
Imperial,2020-04-16,28.0,181215.0
Humboldt,2020-04-16,6.0,135558.0
Ventura,2020-04-16,76.0,846006.0
Yolo,2020-04-16,3.0,220500.0
Glenn,2020-04-16,0.0,28393.0
Plumas,2020-04-16,0.0,18807.0
Del Norte,2020-04-16,3.0,27812.0
Modoc,2020-04-16,2.0,8841.0
Santa Barbara,2020-04-16,41.0,446499.0
Alameda,2020-04-16,155.0,1671329.0
Trinity,2020-04-16,0.0,12285.0
Kings,2020-04-16,8.0,152940.0
Mendocino,2020-04-16,0.0,86749.0
Amador,2020-04-16,0.0,39752.0
Napa,2020-04-16,0.0,137744.0
Sacramento,2020-04-16,118.0,1552058.0
Calaveras,2020-04-16,1.0,45905.0
San Bernardino,2020-04-16,288.0,2180085.0
Siskiyou,2020-04-16,2.0,43539.0
San Mateo,2020-04-16,72.0,766573.0
Sonoma,2020-04-16,13.0,494336.0
Nevada,2020-04-16,6.0,99755.0
San Benito,2020-04-16,1.0,62808.0
Los Angeles,2020-04-16,2299.0,10039107.0
Tuolumne,2020-04-16,0.0,54478.0
San Francisco,2020-04-16,119.0,881549.0
Shasta,2020-04-16,1.0,180080.0
Riverside,2020-04-16,366.0,2470546.0
Tulare,2020-04-16,27.0,466195.0
Yuba,2020-04-16,2.0,78668.0
Monterey,2020-04-16,42.0,434061.0
Fresno,2020-04-16,66.0,999101.0
Placer,2020-04-16,30.0,398329.0
Lassen,2020-04-16,5.0,30573.0
Madera,2020-04-16,7.0,157327.0
Stanislaus,2020-04-16,37.0,550660.0
Santa Clara,2020-04-16,182.0,1927852.0
Contra Costa,2020-04-16,96.0,1153526.0
Butte,2020-04-16,11.0,219186.0
Santa Cruz,2020-04-16,7.0,273213.0
Orange,2020-04-16,269.0,3175692.0
Sutter,2020-04-16,0.0,96971.0
Solano,2020-04-16,24.0,447643.0
Merced,2020-04-16,2.0,277680.0
San Luis Obispo,2020-04-16,14.0,283111.0
San Joaquin,2020-04-16,37.0,762148.0
El Dorado,2020-04-16,5.0,192843.0
Inyo,2020-04-16,3.0,18039.0
San Diego,2020-04-16,342.0,3338330.0
Kern,2020-04-16,60.0,900202.0
Mono,2020-04-16,0.0,14444.0
San Diego,2020-04-17,343.0,3338330.0
Fresno,2020-04-17,60.0,999101.0
San Bernardino,2020-04-17,288.0,2180085.0
Humboldt,2020-04-17,4.0,135558.0
Nevada,2020-04-17,6.0,99755.0
Trinity,2020-04-17,0.0,12285.0
Alameda,2020-04-17,176.0,1671329.0
Mono,2020-04-17,0.0,14444.0
Inyo,2020-04-17,3.0,18039.0
Solano,2020-04-17,21.0,447643.0
Plumas,2020-04-17,1.0,18807.0
Merced,2020-04-17,4.0,277680.0
Orange,2020-04-17,284.0,3175692.0
El Dorado,2020-04-17,6.0,192843.0
Calaveras,2020-04-17,2.0,45905.0
Mendocino,2020-04-17,0.0,86749.0
San Benito,2020-04-17,1.0,62808.0
Riverside,2020-04-17,359.0,2470546.0
Napa,2020-04-17,1.0,137744.0
San Mateo,2020-04-17,67.0,766573.0
Ventura,2020-04-17,56.0,846006.0
Shasta,2020-04-17,1.0,180080.0
Lassen,2020-04-17,5.0,30573.0
Yolo,2020-04-17,4.0,220500.0
Yuba,2020-04-17,5.0,78668.0
Siskiyou,2020-04-17,3.0,43539.0
Santa Clara,2020-04-17,200.0,1927852.0
San Francisco,2020-04-17,115.0,881549.0
Kings,2020-04-17,7.0,152940.0
Stanislaus,2020-04-17,32.0,550660.0
Kern,2020-04-17,52.0,900202.0
Butte,2020-04-17,10.0,219186.0
Glenn,2020-04-17,0.0,28393.0
Lake,2020-04-17,6.0,64386.0
Los Angeles,2020-04-17,2354.0,10039107.0
Monterey,2020-04-17,47.0,434061.0
San Joaquin,2020-04-17,46.0,762148.0
Modoc,2020-04-17,1.0,8841.0
San Luis Obispo,2020-04-17,14.0,283111.0
Santa Barbara,2020-04-17,42.0,446499.0
Tuolumne,2020-04-17,0.0,54478.0
Amador,2020-04-17,0.0,39752.0
Imperial,2020-04-17,34.0,181215.0
Tehama,2020-04-17,0.0,65084.0
Sutter,2020-04-17,0.0,96971.0
Colusa,2020-04-17,1.0,21547.0
Sonoma,2020-04-17,8.0,494336.0
Madera,2020-04-17,5.0,157327.0
Contra Costa,2020-04-17,80.0,1153526.0
Santa Cruz,2020-04-17,5.0,273213.0
Mariposa,2020-04-17,1.0,17203.0
Sacramento,2020-04-17,109.0,1552058.0
Tulare,2020-04-17,28.0,466195.0
Del Norte,2020-04-17,4.0,27812.0
Marin,2020-04-17,6.0,258826.0
Placer,2020-04-17,29.0,398329.0
Calaveras,2020-04-18,0.0,45905.0
Santa Cruz,2020-04-18,4.0,273213.0
Glenn,2020-04-18,0.0,28393.0
Sutter,2020-04-18,0.0,96971.0
Stanislaus,2020-04-18,37.0,550660.0
Riverside,2020-04-18,341.0,2470546.0
Solano,2020-04-18,20.0,447643.0
Shasta,2020-04-18,2.0,180080.0
Siskiyou,2020-04-18,1.0,43539.0
Tulare,2020-04-18,27.0,466195.0
Merced,2020-04-18,3.0,277680.0
Ventura,2020-04-18,53.0,846006.0
Santa Barbara,2020-04-18,40.0,446499.0
Sacramento,2020-04-18,111.0,1552058.0
Inyo,2020-04-18,2.0,18039.0
Colusa,2020-04-18,0.0,21547.0
Imperial,2020-04-18,33.0,181215.0
Trinity,2020-04-18,0.0,12285.0
Modoc,2020-04-18,1.0,8841.0
Lake,2020-04-18,0.0,64386.0
Plumas,2020-04-18,1.0,18807.0
Butte,2020-04-18,5.0,219186.0
Kern,2020-04-18,47.0,900202.0
Kings,2020-04-18,8.0,152940.0
Nevada,2020-04-18,9.0,99755.0
Sonoma,2020-04-18,6.0,494336.0
Madera,2020-04-18,7.0,157327.0
Mariposa,2020-04-18,0.0,17203.0
Fresno,2020-04-18,67.0,999101.0
Placer,2020-04-18,28.0,398329.0
Mono,2020-04-18,0.0,14444.0
Tehama,2020-04-18,0.0,65084.0
Orange,2020-04-18,277.0,3175692.0
Monterey,2020-04-18,47.0,434061.0
San Luis Obispo,2020-04-18,15.0,283111.0
Humboldt,2020-04-18,4.0,135558.0
Santa Clara,2020-04-18,189.0,1927852.0
Marin,2020-04-18,4.0,258826.0
Contra Costa,2020-04-18,79.0,1153526.0
San Benito,2020-04-18,0.0,62808.0
San Mateo,2020-04-18,61.0,766573.0
Los Angeles,2020-04-18,2287.0,10039107.0
Yuba,2020-04-18,3.0,78668.0
Del Norte,2020-04-18,2.0,27812.0
Amador,2020-04-18,0.0,39752.0
Lassen,2020-04-18,1.0,30573.0
San Bernardino,2020-04-18,269.0,2180085.0
Napa,2020-04-18,0.0,137744.0
Alameda,2020-04-18,155.0,1671329.0
San Diego,2020-04-18,320.0,3338330.0
San Francisco,2020-04-18,103.0,881549.0
Tuolumne,2020-04-18,0.0,54478.0
Mendocino,2020-04-18,0.0,86749.0
Yolo,2020-04-18,4.0,220500.0
El Dorado,2020-04-18,8.0,192843.0
San Joaquin,2020-04-18,50.0,762148.0
San Benito,2020-04-19,0.0,62808.0
Inyo,2020-04-19,1.0,18039.0
Kern,2020-04-19,54.0,900202.0
Santa Cruz,2020-04-19,5.0,273213.0
Ventura,2020-04-19,52.0,846006.0
Fresno,2020-04-19,67.0,999101.0
San Francisco,2020-04-19,107.0,881549.0
Shasta,2020-04-19,1.0,180080.0
Calaveras,2020-04-19,0.0,45905.0
San Mateo,2020-04-19,59.0,766573.0
Stanislaus,2020-04-19,29.0,550660.0
Sonoma,2020-04-19,10.0,494336.0
Plumas,2020-04-19,0.0,18807.0
Mendocino,2020-04-19,0.0,86749.0
Yuba,2020-04-19,2.0,78668.0
Los Angeles,2020-04-19,2288.0,10039107.0
Monterey,2020-04-19,31.0,434061.0
San Diego,2020-04-19,320.0,3338330.0
Kings,2020-04-19,8.0,152940.0
Lassen,2020-04-19,1.0,30573.0
Trinity,2020-04-19,0.0,12285.0
El Dorado,2020-04-19,11.0,192843.0
Solano,2020-04-19,21.0,447643.0
Amador,2020-04-19,0.0,39752.0
Placer,2020-04-19,23.0,398329.0
Sacramento,2020-04-19,104.0,1552058.0
Santa Clara,2020-04-19,175.0,1927852.0
San Bernardino,2020-04-19,255.0,2180085.0
Nevada,2020-04-19,5.0,99755.0
San Luis Obispo,2020-04-19,9.0,283111.0
Yolo,2020-04-19,6.0,220500.0
Siskiyou,2020-04-19,1.0,43539.0
San Joaquin,2020-04-19,39.0,762148.0
Santa Barbara,2020-04-19,36.0,446499.0
Contra Costa,2020-04-19,74.0,1153526.0
Mono,2020-04-19,0.0,14444.0
Napa,2020-04-19,3.0,137744.0
Marin,2020-04-19,10.0,258826.0
Riverside,2020-04-19,349.0,2470546.0
Mariposa,2020-04-19,0.0,17203.0
Merced,2020-04-19,2.0,277680.0
Tuolumne,2020-04-19,0.0,54478.0
Lake,2020-04-19,2.0,64386.0
Tulare,2020-04-19,27.0,466195.0
Sutter,2020-04-19,0.0,96971.0
Imperial,2020-04-19,33.0,181215.0
Butte,2020-04-19,4.0,219186.0
Tehama,2020-04-19,0.0,65084.0
Madera,2020-04-19,7.0,157327.0
Colusa,2020-04-19,1.0,21547.0
Humboldt,2020-04-19,3.0,135558.0
Glenn,2020-04-19,0.0,28393.0
Orange,2020-04-19,292.0,3175692.0
Del Norte,2020-04-19,0.0,27812.0
Alameda,2020-04-19,147.0,1671329.0
Modoc,2020-04-19,0.0,8841.0
Sacramento,2020-04-20,101.0,1552058.0
Glenn,2020-04-20,0.0,28393.0
Mono,2020-04-20,0.0,14444.0
Tehama,2020-04-20,0.0,65084.0
Lassen,2020-04-20,1.0,30573.0
Shasta,2020-04-20,1.0,180080.0
Ventura,2020-04-20,47.0,846006.0
Kern,2020-04-20,45.0,900202.0
Marin,2020-04-20,10.0,258826.0
Mariposa,2020-04-20,1.0,17203.0
Colusa,2020-04-20,1.0,21547.0
Napa,2020-04-20,3.0,137744.0
San Bernardino,2020-04-20,352.0,2180085.0
Sonoma,2020-04-20,14.0,494336.0
San Luis Obispo,2020-04-20,5.0,283111.0
Santa Cruz,2020-04-20,4.0,273213.0
San Benito,2020-04-20,0.0,62808.0
Fresno,2020-04-20,65.0,999101.0
Santa Barbara,2020-04-20,39.0,446499.0
El Dorado,2020-04-20,4.0,192843.0
Merced,2020-04-20,1.0,277680.0
Placer,2020-04-20,15.0,398329.0
Del Norte,2020-04-20,2.0,27812.0
Siskiyou,2020-04-20,1.0,43539.0
Nevada,2020-04-20,6.0,99755.0
Kings,2020-04-20,8.0,152940.0
Plumas,2020-04-20,0.0,18807.0
Sutter,2020-04-20,0.0,96971.0
Stanislaus,2020-04-20,31.0,550660.0
San Francisco,2020-04-20,106.0,881549.0
Tulare,2020-04-20,27.0,466195.0
Yuba,2020-04-20,1.0,78668.0
Madera,2020-04-20,6.0,157327.0
Butte,2020-04-20,3.0,219186.0
Contra Costa,2020-04-20,65.0,1153526.0
Mendocino,2020-04-20,0.0,86749.0
Calaveras,2020-04-20,1.0,45905.0
San Joaquin,2020-04-20,53.0,762148.0
Amador,2020-04-20,0.0,39752.0
Trinity,2020-04-20,0.0,12285.0
Lake,2020-04-20,2.0,64386.0
Orange,2020-04-20,274.0,3175692.0
San Diego,2020-04-20,314.0,3338330.0
San Mateo,2020-04-20,72.0,766573.0
Riverside,2020-04-20,385.0,2470546.0
Inyo,2020-04-20,1.0,18039.0
Modoc,2020-04-20,0.0,8841.0
Humboldt,2020-04-20,6.0,135558.0
Imperial,2020-04-20,34.0,181215.0
Monterey,2020-04-20,31.0,434061.0
Yolo,2020-04-20,6.0,220500.0
Tuolumne,2020-04-20,0.0,54478.0
Los Angeles,2020-04-20,2393.0,10039107.0
Santa Clara,2020-04-20,191.0,1927852.0
Solano,2020-04-20,21.0,447643.0
Alameda,2020-04-20,137.0,1671329.0
San Francisco,2020-04-21,121.0,881549.0
Amador,2020-04-21,0.0,39752.0
Yuba,2020-04-21,0.0,78668.0
Santa Barbara,2020-04-21,34.0,446499.0
Kings,2020-04-21,8.0,152940.0
Riverside,2020-04-21,370.0,2470546.0
San Diego,2020-04-21,305.0,3338330.0
Butte,2020-04-21,1.0,219186.0
Sonoma,2020-04-21,19.0,494336.0
