county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,population,confirmedper100k,newlyconfirmedper100k,deathper100k,newdeath100k,7dayrollingavg_newlyconfirmed,7dayrollingavg_newdeath,7dayrollingavg_newlyconfirmed_rawnumber,7dayrollingavg_newdeath_rawnumber
San Bernardino,235543.0,1546.0,3372,15,2021-01-11,0.027,0.022,0.048,0.134,0.768,2180085,10804.303501927678,154.6728682597238,70.91466617127314,0.688046566991654,161.69094324303867,0.6356239714113375,3525.0,13.857142857142858
San Bernardino,237008.0,1551.0,1465,5,2021-01-12,0.027,0.022,0.048,0.134,0.768,2180085,10871.502716637195,67.19921470951822,71.14401502693703,0.2293488556638847,160.45245942245373,0.6618352692014957,3498.0,14.428571428571429
San Bernardino,240191.0,1551.0,3183,0,2021-01-13,0.027,0.022,0.048,0.134,0.768,2180085,11017.506198152823,146.00348151562898,71.14401502693703,0.0,163.1980928659728,0.6356239714113375,3557.8571428571427,13.857142857142858
San Bernardino,243379.0,1560.0,3188,9,2021-01-14,0.027,0.022,0.048,0.134,0.768,2180085,11163.739028524116,146.23283037129286,71.55684296713201,0.41282794019499236,155.22330551331714,0.6945993914391936,3384.0,15.142857142857142
San Bernardino,246182.0,1560.0,2803,0,2021-01-15,0.027,0.022,0.048,0.134,0.768,2180085,11292.31199700929,128.57296848517373,71.55684296713201,0.0,143.6051477678295,0.4849090091179276,3130.714285714286,10.571428571428571
San Bernardino,249401.0,1560.0,3219,0,2021-01-16,0.027,0.022,0.048,0.134,0.768,2180085,11439.9667902857,147.65479327640895,71.55684296713201,0.0,134.62122545025275,0.26211297790158244,2934.8571428571427,5.714285714285714
San Bernardino,251487.0,1560.0,2086,0,2021-01-17,0.027,0.022,0.048,0.134,0.768,2180085,11535.651132868672,95.68434258297268,71.55684296713201,0.0,126.57435702867417,0.1900319089786473,2759.4285714285716,4.142857142857143
San Bernardino,252808.0,1560.0,1321,0,2021-01-18,0.027,0.022,0.048,0.134,0.768,2180085,11596.245100535072,60.59396766639833,71.55684296713201,0.0,113.13451408677054,0.09173954226555388,2466.4285714285716,2.0
San Bernardino,253651.0,1560.0,843,0,2021-01-19,0.027,0.022,0.048,0.134,0.768,2180085,11634.913317600001,38.66821706493095,71.55684296713201,0.0,109.05865728040092,0.05897542002785605,2377.5714285714284,1.2857142857142858
San Bernardino,255921.0,1560.0,2270,0,2021-01-20,0.027,0.022,0.048,0.134,0.768,2180085,11739.037698071406,104.12438047140364,71.55684296713201,0.0,103.0759285597973,0.05897542002785605,2247.1428571428573,1.2857142857142858
San Bernardino,257754.0,1561.0,1833,1,2021-01-21,0.027,0.022,0.048,0.134,0.768,2180085,11823.116988557786,84.07929048638012,71.60271273826478,0.04586977113277693,94.1968514333812,0.0065528244475395615,2053.5714285714284,0.14285714285714285
San Bernardino,259121.0,1579.0,1367,18,2021-01-22,0.027,0.022,0.048,0.134,0.768,2180085,11885.820965696292,62.70397713850607,72.42836861865477,0.8256558803899847,84.78699552671439,0.12450366450325166,1848.4285714285713,2.7142857142857144
San Bernardino,260381.0,1594.0,1260,15,2021-01-23,0.027,0.022,0.048,0.134,0.768,2180085,11943.61687732359,57.795911627298935,73.11641518564643,0.688046566991654,71.95001243398438,0.2227960312163451,1568.5714285714287,4.857142857142857
San Bernardino,262370.0,1667.0,1989,73,2021-01-24,0.027,0.022,0.048,0.134,0.768,2180085,12034.851852106684,91.23497478309332,76.46490847833915,3.3484932926927162,71.31438846257306,0.7011522158867332,1554.7142857142858,15.285714285714286
San Diego,40.0,0.0,40,0,2020-03-18,0.017,0.023,0.034,0.126,0.8,3338330,1.1982038923653444,1.1982038923653444,0.0,0.0,,,,
San Diego,68.0,0.0,28,0,2020-03-19,0.017,0.023,0.034,0.126,0.8,3338330,2.0369466170210853,0.8387427246557411,0.0,0.0,,,,
San Diego,98.0,0.0,30,0,2020-03-20,0.017,0.023,0.034,0.126,0.8,3338330,2.9355995362950935,0.8986529192740083,0.0,0.0,,,,
San Diego,119.0,0.0,21,0,2020-03-21,0.017,0.023,0.034,0.126,0.8,3338330,3.5646565797868996,0.6290570434918058,0.0,0.0,,,,
San Diego,159.0,0.0,40,0,2020-03-22,0.017,0.023,0.034,0.126,0.8,3338330,4.762860472152243,1.1982038923653444,0.0,0.0,,,,
San Diego,176.0,1.0,17,1,2020-03-23,0.017,0.023,0.034,0.126,0.8,3338330,5.272097126407515,0.5092366542552713,0.029955097309133608,0.029955097309133608,,,,
